"CNTY","CHILD_DEATH_YR","UNDERLYING_COD","CNT_BY_UNDERLYING_COD","CNTY_YR_DEATH_TOTAL","PCT_CNTY_YR_TOTAL","CHILD_DEATH_CNTY_POP","CNTY_YR_DEATH_TOTAL_PER_10000_CNTY_RES"
DAVIESS,2013,Necrotizing enterocolitis of newborn,1,7,14.285700,32276,2.160000
DAVIESS,2014,Other accidental hanging and strangulation,1,5,20.000000,32697,1.520000
DAVIESS,2014,Myotonic disorders,1,5,20.000000,32697,1.520000
DAVIESS,2014,Coarctation of aorta,1,5,20.000000,32697,1.520000
DAVIESS,2014,Sudden infant death syndrome,1,5,20.000000,32697,1.520000
DAVIESS,2014,"Influenza with pneumonia, virus not identified",1,5,20.000000,32697,1.520000
DAVIESS,2015,Primary atelectasis of newborn,1,2,50.000000,32836,0.600000
DAVIESS,2015,Accidental suffocation and strangulation in bed,1,2,50.000000,32836,0.600000
DAVIESS,2016,Intussusception,1,1,100.000000,32969,0.300000
DAVIESS,2017,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",1,2,50.000000,32969,0.600000
DAVIESS,2017,Hypoplasia and dysplasia of lung,1,2,50.000000,32969,0.600000
DAVIESS,2018,Accidental suffocation and strangulation in bed,2,3,66.666600,32969,0.900000
DAVIESS,2018,Other preterm infants,1,3,33.333300,32969,0.900000
DEARBORN,2010,Newborn affected by incompetent cervix,1,1,100.000000,50047,0.190000
DEARBORN,2011,Drowning and submersion while in swimming pool,1,1,100.000000,50002,0.190000
DEARBORN,2013,Sudden infant death syndrome,1,2,50.000000,49751,0.400000
DEARBORN,2013,"Congenital malformation of brain, unspecified",1,2,50.000000,49751,0.400000
DECATUR,2010,"Chromosomal abnormality, unspecified",1,1,100.000000,25740,0.380000
DECATUR,2011,"Other specified events, undetermined intent",1,1,100.000000,25877,0.380000
DECATUR,2012,"Patau's syndrome, unspecified",1,2,50.000000,26049,0.760000
DECATUR,2012,"Assault (homicide) by hanging, strangulation, and suffocation",1,2,50.000000,26049,0.760000
DECATUR,2014,Respiratory distress syndrome of newborn,1,1,100.000000,26452,0.370000
DECATUR,2016,Accidental suffocation and strangulation in bed,1,2,50.000000,26598,0.750000
DECATUR,2016,Hypoplastic left heart syndrome,1,2,50.000000,26598,0.750000
DECATUR,2017,"Interstitial pulmonary disease, unspecified",1,2,50.000000,26598,0.750000
DECATUR,2017,"Intrauterine hypoxia, unspecified",1,2,50.000000,26598,0.750000
DEKALB,2010,Extreme immaturity,2,2,100.000000,42223,0.470000
DEKALB,2011,Sudden infant death syndrome,1,1,100.000000,42457,0.230000
DEKALB,2012,Assault (homicide) by unspecified means,1,1,100.000000,42304,0.230000
DEKALB,2013,Sudden infant death syndrome,3,3,100.000000,42376,0.700000
DEKALB,2014,Respiratory distress syndrome of newborn,1,2,50.000000,42461,0.470000
DEKALB,2014,Sudden infant death syndrome,1,2,50.000000,42461,0.470000
DEKALB,2016,Sudden infant death syndrome,1,1,100.000000,42746,0.230000
DEKALB,2018,Unspecified threat to breathing,1,2,50.000000,42746,0.460000
DEKALB,2018,"Bacterial sepsis of newborn, unspecified",1,2,50.000000,42746,0.460000
DELAWARE,2010,Sudden infant death syndrome,1,3,33.333300,117671,0.250000
DELAWARE,2010,Hydrops fetalis not due to hemolytic disease,1,3,33.333300,117671,0.250000
DELAWARE,2010,Other secondary pulmonary hypertension,1,3,33.333300,117671,0.250000
DELAWARE,2011,Sudden infant death syndrome,2,3,66.666600,117872,0.250000
DELAWARE,2011,Disorders of glycine metabolism,1,3,33.333300,117872,0.250000
DELAWARE,2012,Sudden infant death syndrome,4,12,33.333300,117090,1.020000
DELAWARE,2012,Extreme immaturity,2,12,16.666600,117090,1.020000
DELAWARE,2012,Interstitial emphysema originating in the perinatal period,1,12,8.333300,117090,1.020000
DELAWARE,2012,"Edwards' syndrome, unspecified",1,12,8.333300,117090,1.020000
DELAWARE,2012,Disorders of urea cycle metabolism,1,12,8.333300,117090,1.020000
DELAWARE,2012,"Hydrocephalus, unspecified",1,12,8.333300,117090,1.020000
DELAWARE,2012,"Congenital malformation of the heart, unspecified",1,12,8.333300,117090,1.020000
DELAWARE,2012,Other deletions of part of a chromosome,1,12,8.333300,117090,1.020000
DELAWARE,2013,Sudden infant death syndrome,3,8,37.500000,116989,0.680000
DELAWARE,2013,Other disorders of lung,1,8,12.500000,116989,0.680000
DELAWARE,2013,Necrotizing enterocolitis of newborn,1,8,12.500000,116989,0.680000
DELAWARE,2013,Hypoplasia and dysplasia of lung,1,8,12.500000,116989,0.680000
DELAWARE,2013,Hypoplastic left heart syndrome,1,8,12.500000,116989,0.680000
DELAWARE,2013,Other secondary pulmonary hypertension,1,8,12.500000,116989,0.680000
DELAWARE,2014,Sudden infant death syndrome,2,4,50.000000,116612,0.340000
DELAWARE,2014,Unspecified renal failure,1,4,25.000000,116612,0.340000
DELAWARE,2014,Hypoxic ischemic encephalopathy of newborn,1,4,25.000000,116612,0.340000
DELAWARE,2015,Sudden infant death syndrome,2,5,40.000000,116019,0.430000
DELAWARE,2015,Other ill-defined and unspecified causes of mortality,1,5,20.000000,116019,0.430000
DELAWARE,2015,Unspecified chronic respiratory disease originating in the perinatal period,1,5,20.000000,116019,0.430000
DELAWARE,2015,Assault (homicide) by unspecified means,1,5,20.000000,116019,0.430000
DELAWARE,2016,Other specified congenital infectious and parasitic diseases,1,5,20.000000,115603,0.430000
DELAWARE,2016,Other ill-defined and unspecified causes of mortality,1,5,20.000000,115603,0.430000
DELAWARE,2016,"Congenital malformation of the heart, unspecified",1,5,20.000000,115603,0.430000
DELAWARE,2016,"Interstitial pulmonary disease, unspecified",1,5,20.000000,115603,0.430000
DELAWARE,2016,Sudden infant death syndrome,1,5,20.000000,115603,0.430000
DELAWARE,2017,Sudden infant death syndrome,3,9,33.333300,115603,0.770000
DELAWARE,2017,Persistent fetal circulation,1,9,11.111100,115603,0.770000
DELAWARE,2017,Other viral infections of unspecified site,1,9,11.111100,115603,0.770000
DELAWARE,2017,Respiratory syncytial virus pneumonia,1,9,11.111100,115603,0.770000
DELAWARE,2017,Congenital hypotonia,1,9,11.111100,115603,0.770000
DELAWARE,2017,Tetralogy of Fallot,1,9,11.111100,115603,0.770000
DELAWARE,2017,Other specified disorders of kidney and ureter,1,9,11.111100,115603,0.770000
DELAWARE,2018,Sudden infant death syndrome,3,5,60.000000,115603,0.430000
DELAWARE,2018,"Intrauterine hypoxia, unspecified",1,5,20.000000,115603,0.430000
DELAWARE,2018,Hypoxic ischemic encephalopathy of newborn,1,5,20.000000,115603,0.430000
DUBOIS,2010,"Whooping cough, unspecified",1,2,50.000000,41889,0.470000
DUBOIS,2010,Respiratory distress syndrome of newborn,1,2,50.000000,41889,0.470000
DUBOIS,2011,Sudden infant death syndrome,2,2,100.000000,42195,0.470000
DUBOIS,2012,"Hanging, strangulation, and suffocation, undetermined intent",1,3,33.333300,42090,0.710000
DUBOIS,2012,,1,3,33.333300,42090,0.710000
DUBOIS,2012,Hypoplastic left heart syndrome,1,3,33.333300,42090,0.710000
DUBOIS,2014,Accidental suffocation and strangulation in bed,1,3,33.333300,42341,0.700000
DUBOIS,2014,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,3,33.333300,42341,0.700000
DUBOIS,2014,Sudden infant death syndrome,1,3,33.333300,42341,0.700000
DUBOIS,2015,Patent ductus arteriosus,1,4,25.000000,42421,0.940000
DUBOIS,2015,Other preterm infants,1,4,25.000000,42421,0.940000
DUBOIS,2015,Unspecified pulmonary hemorrhage originating in the perinatal period,1,4,25.000000,42421,0.940000
DUBOIS,2015,Hydrops fetalis not due to hemolytic disease,1,4,25.000000,42421,0.940000
DUBOIS,2016,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,2,50.000000,42552,0.470000
DUBOIS,2016,Accidental suffocation and strangulation in bed,1,2,50.000000,42552,0.470000
DUBOIS,2017,"Streptococcal infection, unspecified",1,1,100.000000,42552,0.230000
ELKHART,2010,Perinatal intestinal perforation,2,14,14.285700,197559,0.700000
ELKHART,2010,"Edwards' syndrome, unspecified",2,14,14.285700,197559,0.700000
ELKHART,2010,"Osteochondrodysplasia, unspecified",1,14,7.142800,197559,0.700000
ELKHART,2010,"Bacterial sepsis of newborn, unspecified",1,14,7.142800,197559,0.700000
ELKHART,2010,Respiratory distress syndrome of newborn,1,14,7.142800,197559,0.700000
ELKHART,2010,Stenosis of pulmonary artery,1,14,7.142800,197559,0.700000
ELKHART,2010,Newborn affected by incompetent cervix,1,14,7.142800,197559,0.700000
ELKHART,2010,"Multiple congenital malformations, not elsewhere classified",1,14,7.142800,197559,0.700000
ELKHART,2010,Extreme immaturity,1,14,7.142800,197559,0.700000
ELKHART,2010,Other bacterial sepsis of newborn,1,14,7.142800,197559,0.700000
ELKHART,2010,Other and unspecified gastroenteritis and colitis of infectious origin,1,14,7.142800,197559,0.700000
ELKHART,2010,Hypoplasia and dysplasia of lung,1,14,7.142800,197559,0.700000
ELKHART,2011,Sudden infant death syndrome,3,13,23.076900,198495,0.650000
ELKHART,2011,Accidental suffocation and strangulation in bed,2,13,15.384600,198495,0.650000
ELKHART,2011,Hypoplastic left heart syndrome,1,13,7.692300,198495,0.650000
ELKHART,2011,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,13,7.692300,198495,0.650000
ELKHART,2011,Holoprosencephaly,1,13,7.692300,198495,0.650000
ELKHART,2011,Other preterm infants,1,13,7.692300,198495,0.650000
ELKHART,2011,"Bacterial sepsis of newborn, unspecified",1,13,7.692300,198495,0.650000
ELKHART,2011,"Hanging, strangulation, and suffocation, undetermined intent",1,13,7.692300,198495,0.650000
ELKHART,2011,"Congenital malformation of the heart, unspecified",1,13,7.692300,198495,0.650000
ELKHART,2011,Short rib syndrome,1,13,7.692300,198495,0.650000
ELKHART,2012,Sudden infant death syndrome,3,16,18.750000,199172,0.800000
ELKHART,2012,Compression of brain,1,16,6.250000,199172,0.800000
ELKHART,2012,"Blind loop syndrome, not elsewhere classified",1,16,6.250000,199172,0.800000
ELKHART,2012,Neonatal cardiac dysrhythmia,1,16,6.250000,199172,0.800000
ELKHART,2012,Other and unspecified gastroenteritis and colitis of infectious origin,1,16,6.250000,199172,0.800000
ELKHART,2012,Congenital herpesviral [herpes simplex] infection,1,16,6.250000,199172,0.800000
ELKHART,2012,Anencephaly,1,16,6.250000,199172,0.800000
ELKHART,2012,Other specified conditions originating in the perinatal period,1,16,6.250000,199172,0.800000
ELKHART,2012,Accidental suffocation and strangulation in bed,1,16,6.250000,199172,0.800000
ELKHART,2012,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,16,6.250000,199172,0.800000
ELKHART,2012,"Interstitial pulmonary disease, unspecified",1,16,6.250000,199172,0.800000
ELKHART,2012,Other specified disorders of brain,1,16,6.250000,199172,0.800000
ELKHART,2012,Necrotizing enterocolitis of newborn,1,16,6.250000,199172,0.800000
ELKHART,2012,"Congenital malformation of the heart, unspecified",1,16,6.250000,199172,0.800000
ELKHART,2013,Sudden infant death syndrome,2,10,20.000000,200354,0.490000
ELKHART,2013,"Septicemia, unspecified",1,10,10.000000,200354,0.490000
ELKHART,2013,Pneumothorax originating in the perinatal period,1,10,10.000000,200354,0.490000
ELKHART,2013,"Interstitial pulmonary disease, unspecified",1,10,10.000000,200354,0.490000
ELKHART,2013,"Pneumonia, unspecified",1,10,10.000000,200354,0.490000
ELKHART,2013,"Hanging, strangulation, and suffocation, undetermined intent",1,10,10.000000,200354,0.490000
ELKHART,2013,"Edwards' syndrome, unspecified",1,10,10.000000,200354,0.490000
ELKHART,2013,Other congenital malformations of trachea,1,10,10.000000,200354,0.490000
ELKHART,2013,"Congenital pneumonia, unspecified",1,10,10.000000,200354,0.490000
ELKHART,2014,Extreme immaturity,2,13,15.384600,201609,0.640000
ELKHART,2014,Other and unspecified gastroenteritis and colitis of infectious origin,2,13,15.384600,201609,0.640000
ELKHART,2014,Other viral infections of unspecified site,1,13,7.692300,201609,0.640000
ELKHART,2014,Congenital diaphragmatic hernia,1,13,7.692300,201609,0.640000
ELKHART,2014,"Edwards' syndrome, unspecified",1,13,7.692300,201609,0.640000
ELKHART,2014,"Congenital malformation of the heart, unspecified",1,13,7.692300,201609,0.640000
ELKHART,2014,"Congenital hydrocephalus, unspecified",1,13,7.692300,201609,0.640000
ELKHART,2014,"Septicemia, unspecified",1,13,7.692300,201609,0.640000
ELKHART,2014,Acidosis,1,13,7.692300,201609,0.640000
ELKHART,2014,"Patau's syndrome, unspecified",1,13,7.692300,201609,0.640000
ELKHART,2014,"Interstitial pulmonary disease, unspecified",1,13,7.692300,201609,0.640000
ELKHART,2015,Sudden infant death syndrome,4,14,28.571400,203284,0.680000
ELKHART,2015,"Congenital malformation of the heart, unspecified",2,14,14.285700,203284,0.680000
ELKHART,2015,Other bacterial sepsis of newborn,1,14,7.142800,203284,0.680000
ELKHART,2015,Hypoplastic left heart syndrome,1,14,7.142800,203284,0.680000
ELKHART,2015,"Other maltreatment syndromes, by unspecified person",1,14,7.142800,203284,0.680000
ELKHART,2015,Extreme immaturity,1,14,7.142800,203284,0.680000
ELKHART,2015,"Polycystic kidney, unspecified",1,14,7.142800,203284,0.680000
ELKHART,2015,"Hanging, strangulation, and suffocation, undetermined intent",1,14,7.142800,203284,0.680000
ELKHART,2015,"Pneumothorax, unspecified",1,14,7.142800,203284,0.680000
ELKHART,2015,Assault (homicide) by unspecified means,1,14,7.142800,203284,0.680000
ELKHART,2016,Sudden infant death syndrome,4,17,23.529400,203781,0.830000
ELKHART,2016,Necrotizing enterocolitis of newborn,1,17,5.882300,203781,0.830000
ELKHART,2016,Ischemic infarction of muscle,1,17,5.882300,203781,0.830000
ELKHART,2016,"Down's syndrome, unspecified",1,17,5.882300,203781,0.830000
ELKHART,2016,Accidental suffocation and strangulation in bed,1,17,5.882300,203781,0.830000
ELKHART,2016,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,17,5.882300,203781,0.830000
ELKHART,2016,Respiratory distress syndrome of newborn,1,17,5.882300,203781,0.830000
ELKHART,2016,Herpesviral encephalitis,1,17,5.882300,203781,0.830000
ELKHART,2016,Microcephaly,1,17,5.882300,203781,0.830000
ELKHART,2016,Disseminated intravascular coagulation of newborn,1,17,5.882300,203781,0.830000
ELKHART,2016,"Birth asphyxia, unspecified",1,17,5.882300,203781,0.830000
ELKHART,2016,Congenital diaphragmatic hernia,1,17,5.882300,203781,0.830000
ELKHART,2016,"Coagulation defect, unspecified",1,17,5.882300,203781,0.830000
ELKHART,2016,Other congenital malformations of great veins,1,17,5.882300,203781,0.830000
ELKHART,2017,Sudden infant death syndrome,4,17,23.529400,203781,0.830000
ELKHART,2017,Respiratory failure of newborn,2,17,11.764700,203781,0.830000
ELKHART,2017,"Congenital malformation, unspecified",2,17,11.764700,203781,0.830000
ELKHART,2017,Other secondary pulmonary hypertension,1,17,5.882300,203781,0.830000
ELKHART,2017,Congenital renal failure,1,17,5.882300,203781,0.830000
ELKHART,2017,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,17,5.882300,203781,0.830000
ELKHART,2017,Other specified congenital infectious and parasitic diseases,1,17,5.882300,203781,0.830000
ELKHART,2017,Persistent fetal circulation,1,17,5.882300,203781,0.830000
ELKHART,2017,Congenital diaphragmatic hernia,1,17,5.882300,203781,0.830000
ELKHART,2017,Hypoplastic left heart syndrome,1,17,5.882300,203781,0.830000
ELKHART,2017,Other congenital malformations of trachea,1,17,5.882300,203781,0.830000
ELKHART,2017,"Congenital malformation of the heart, unspecified",1,17,5.882300,203781,0.830000
ELKHART,2018,Sudden infant death syndrome,5,15,33.333300,203781,0.730000
ELKHART,2018,"Bacterial sepsis of newborn, unspecified",1,15,6.666600,203781,0.730000
ELKHART,2018,"Septicemia, unspecified",1,15,6.666600,203781,0.730000
ELKHART,2018,"Trisomy and partial trisomy of autosomes, unspecified",1,15,6.666600,203781,0.730000
ELKHART,2018,Hypoxic ischemic encephalopathy of newborn,1,15,6.666600,203781,0.730000
ELKHART,2018,Unspecified pulmonary hemorrhage originating in the perinatal period,1,15,6.666600,203781,0.730000
ELKHART,2018,Persistent fetal circulation,1,15,6.666600,203781,0.730000
ELKHART,2018,Other preterm infants,1,15,6.666600,203781,0.730000
ELKHART,2018,Neonatal aspiration of meconium,1,15,6.666600,203781,0.730000
ELKHART,2018,Hypoplastic left heart syndrome,1,15,6.666600,203781,0.730000
ELKHART,2018,Necrotizing enterocolitis of newborn,1,15,6.666600,203781,0.730000
FAYETTE,2010,Necrotizing enterocolitis of newborn,1,1,100.000000,24277,0.410000
FAYETTE,2011,Sudden infant death syndrome,1,1,100.000000,24154,0.410000
FAYETTE,2012,Sudden infant death syndrome,1,1,100.000000,23953,0.410000
FAYETTE,2013,Sudden infant death syndrome,1,1,100.000000,23850,0.410000
FAYETTE,2014,Sudden infant death syndrome,1,2,50.000000,23479,0.850000
FAYETTE,2014,Congenital diaphragmatic hernia,1,2,50.000000,23479,0.850000
FAYETTE,2015,Sudden infant death syndrome,1,3,33.333300,23426,1.280000
FAYETTE,2015,"Hydrocephalus, unspecified",1,3,33.333300,23426,1.280000
FAYETTE,2015,"Patau's syndrome, unspecified",1,3,33.333300,23426,1.280000
FAYETTE,2016,Necrotizing enterocolitis of newborn,1,1,100.000000,23331,0.420000
FAYETTE,2017,,1,1,100.000000,23331,0.420000
FAYETTE,2018,Conjoined twins,2,3,66.666600,23331,1.280000
FAYETTE,2018,Sudden infant death syndrome,1,3,33.333300,23331,1.280000
FLOYD,2010,,2,2,100.000000,74578,0.260000
FLOYD,2011,Sudden infant death syndrome,2,4,50.000000,75030,0.530000
FLOYD,2011,Accidental suffocation and strangulation in bed,1,4,25.000000,75030,0.530000
FLOYD,2011,,1,4,25.000000,75030,0.530000
FLOYD,2012,"Disturbance of temperature regulation of newborn, unspecified",1,1,100.000000,75344,0.130000
FLOYD,2013,,2,2,100.000000,76099,0.260000
FLOYD,2014,"Obstructive and reflux uropathy, unspecified",1,1,100.000000,76257,0.130000
FLOYD,2016,Sudden infant death syndrome,1,1,100.000000,76990,0.120000
FLOYD,2018,Other ill-defined and unspecified causes of mortality,1,1,100.000000,76990,0.120000
FOUNTAIN,2011,Hypoplasia and dysplasia of lung,1,1,100.000000,17135,0.580000
FOUNTAIN,2013,"Congenital pneumonia, unspecified",1,1,100.000000,16878,0.590000
FOUNTAIN,2014,Assault (homicide) by unspecified means,1,1,100.000000,16704,0.590000
FOUNTAIN,2015,Maple-syrup-urine disease,1,1,100.000000,16536,0.600000
FOUNTAIN,2017,Hypoplastic left heart syndrome,1,1,100.000000,16486,0.600000
FOUNTAIN,2018,Anencephaly,1,1,100.000000,16486,0.600000
FULTON,2010,Potter's syndrome,1,1,100.000000,20836,0.470000
